model,best_param,train_accuracy,accuracy,precision,recall,f1,error_rate
Improvement 2 (criterion + min_samples_leaf tuning),"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 5}",0.8693820224719101,0.776536312849162,0.7735849056603774,0.5942028985507246,0.6721311475409836,0.22346368715083798
